date,store_number,store_name,city,category_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
2022-10-03,4541,CASEY'S GENERAL STORE #1045 / DELMAR,DELMAR,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-09-20,5873,WEST D LIQUORS,WEST DES MOINES,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.66,77.49,1,77.49,0.05,0.01
2022-10-12,6271,KIMMES KINGSLEY COUNTRY STORE #16 / KINGSLEY,KINGSLEY,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-09-30,5102,WILKIE LIQUORS,MOUNT VERNON,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.66,77.49,1,77.49,0.05,0.01
2024-10-29,2567,HY-VEE DRUGSTORE / DAVENPORT,DAVENPORT,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-12-02,5409,CASEY'S GENERAL STORE # 2179/ WAUKEE,WAUKEE,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-18,2661,HY-VEE FOOD STORE / SHELDON,SHELDON,TEMPORARY & SPECIALTY PACKAGES,101472,99 BRAND ADULT VARIETY TRICK & TREAT BAG,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-10-12,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,TEMPORARY & SPECIALTY PACKAGES,101473,99 BRAND VARIETY PARTY YARD PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-08-22,4652,BRADY MART FOOD & LIQUOR,DAVENPORT,WHISKEY LIQUEUR,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-22,6051,CASEY'S GENERAL STORE #1712 / SHENANDOAH,SHENANDOAH,TEMPORARY & SPECIALTY PACKAGES,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-08-18,5539,CASEY'S GENERAL STORE #1901 / DES MOINES,DES MOINES,WHISKEY LIQUEUR,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-07-19,2593,HY-VEE FOOD STORE / CARROLL,CARROLL,TEMPORARY & SPECIALTY PACKAGES,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-13,6209,HY-VEE / GRIMES,GRIMES,TEMPORARY & SPECIALTY PACKAGES,101512,FIREBALL CINNAMON WHISKEY PARTY YARD MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2021-10-28,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,TEMPORARY & SPECIALTY PACKAGES,101513,FIREBALL CINNAMON WHISKEY HOLIDAY ORNAMENT MINIS,12,50,2.58,3.87,1,3.87,0.05,0.01
2023-07-08,3849,HARTIG DRUG CO #6 / DYERSVILLE,DYERSVILLE,BLENDED WHISKIES,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-01,10155,CASEY'S #4324 / PALO,PALO,BLENDED WHISKIES,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-09-06,5972,CASEY'S GENERAL STORE #1623 / INDIANOLA,INDIANOLA,BLENDED WHISKIES,101539,SOUTHERN COMFORT PARTY BUCKET MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-11-22,6136,RUSH STOP / CHARLES CITY,CHARLES CITY,TEMPORARY & SPECIALTY PACKAGES,101549,SUGARLANDS CANDY CANE VARIETY PACK,1,50,102.36,153.54,1,153.54,0.05,0.01
2023-11-15,5876,'DA BOOZE BARN / WEST BEND,WEST BEND,TEMPORARY & SPECIALTY PACKAGES,101554,WHISTLEPIG RYE PIGLETS 6/10/12 MINI,12,50,12.5,18.75,1,18.75,0.05,0.01
2023-11-09,5685,FAREWAY STORES #190 / CEDAR FALLS,CEDAR FALLS,TEMPORARY & SPECIALTY PACKAGES,101554,WHISTLEPIG RYE PIGLETS 6/10/12 MINI,12,50,12.5,18.75,1,18.75,0.05,0.01
2022-08-05,6329,8 SECONDS / SIDNEY,SIDNEY,BLENDED WHISKIES,101641,CODY ROAD SIX SHOOTER VARIETY PACK MINIS,10,50,9.0,13.5,1,13.5,0.05,0.01
2024-08-04,6209,HY-VEE / GRIMES,GRIMES,WHISKEY LIQUEUR,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-03-08,3670,WAL-MART 2827 / CORALVILLE,CORALVILLE,WHISKEY LIQUEUR,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2022-09-16,3721,WAL-MART 0913 / DECORAH,DECORAH,WHISKEY LIQUEUR,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-20,4530,CASEY'S GENERAL STORE #2566 / ELY,ELY,WHISKEY LIQUEUR,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-22,3443,SUPER SAVER IV,COUNCIL BLUFFS,WHISKEY LIQUEUR,101710,FIREBALL WINDOW BOX MINIS,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-10-31,6220,PRIME WINE AND SPIRITS / MASON CITY,MASON CITY,AMERICAN SCHNAPPS,101712,99 RAINBOW PACK MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-02-05,5399,CASEY'S GENERAL STORE # 1876/MANLY,MANLY,AMERICAN SCHNAPPS,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-10-17,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,AMERICAN SCHNAPPS,101712,99 RAINBOW PACK MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-11-22,4823,CASEY'S GENERAL STORE #3223 / CRESTON,CRESTON,AMERICAN SCHNAPPS,101712,99 RAINBOW PACK MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-09-07,2629,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN SCHNAPPS,101712,99 RAINBOW PACK MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-05-26,2607,HY-VEE WINE AND SPIRITS / SHENANDOAH,SHENANDOAH,TEMPORARY & SPECIALTY PACKAGES,101953,BACARDI FLAVORED RUM PARTY BUCKET,1,50,39.96,59.94,1,59.94,0.05,0.01
2024-03-25,2508,HY-VEE FOOD STORE #1 (1054) / CEDAR RAPIDS,CEDAR RAPIDS,CREAM LIQUEURS,101968,RUMCHATA COCONUT MINI,12,50,8.87,13.31,1,13.31,0.05,0.01
2024-10-09,2565,HY-VEE FOOD STORE (1636) / SPENCER,SPENCER,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2023-11-22,4582,JIFFY #926 / SPIRIT LAKE,SPIRIT LAKE,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-10-16,5846,ROCKINGHAM LIQUOR - DAVENPORT,DAVENPORT,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-02-23,5569,CASEY'S GENERAL STORE #2765 / CEDAR RAPIDS,CEDAR RAPIDS,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-11-09,6258,FORT MADISON TOBACCO AND LIQUOR OUTLET PLUS / FORT MADISON,FORT MADISON,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-07-08,2662,HY-VEE WINE & SPIRITS / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-11-29,4291,FAREWAY STORES #597 / CRESTON,CRESTON,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-06-17,2512,HY-VEE WINE AND SPIRITS #1 (1281) / IOWA CITY,IOWA CITY,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-04,6003,CASEY'S GENERAL STORE #2298 / AMES,AMES,AMERICAN SCHNAPPS,102027,99 PUNCHES VARIETY MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-03-13,10193,BEER ON FLOYD / SIOUX CITY,SIOUX CITY,TEMPORARY & SPECIALTY PACKAGES,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-23,6319,SERGEANT BLUFF PUMP 'N PAK / SERGEANT BLUFF,SERGEANT BLUFF,TEMPORARY & SPECIALTY PACKAGES,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-04-18,2587,HY-VEE FOOD STORE / JOHNSTON,JOHNSTON,TEMPORARY & SPECIALTY PACKAGES,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-05-29,3912,SMOKIN' JOE'S #14 TOBACCO AND LIQUOR OUTLET,CEDAR RAPIDS,TEMPORARY & SPECIALTY PACKAGES,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2023-05-12,5239,LEFTY'S CONVENIENCE STORE INC.,CENTRAL CITY,AMERICAN CORDIALS & LIQUEURS,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-17,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,DAVENPORT,TEMPORARY & SPECIALTY PACKAGES,102031,FIREBALL BIRDIE SHOT MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-13,6055,CASEY'S GENERAL STORE #1428 / MILO,MILO,TEMPORARY & SPECIALTY PACKAGES,102042,RUMCHATA PUMPKIN SPICE MINI,1,50,106.44,159.66,1,159.66,0.05,0.01
2023-09-01,2518,HY-VEE WINE AND SPIRITS (1544) / RED OAK,RED OAK,CREAM LIQUEURS,102042,RUMCHATA PUMPKIN SPICE MINI,1,50,106.44,159.66,1,159.66,0.05,0.01
2023-10-23,4106,HARTIG DRUG COMPANY #3/JFK,DUBUQUE,TEMPORARY & SPECIALTY PACKAGES,102097,MIDNIGHT MOON HOLIDAY CANDY CANE,1,50,96.0,144.0,1,144.0,0.05,0.01
2023-09-07,5564,CASEY'S GENERAL STORE #2785 / ANKENY,ANKENY,AMERICAN VODKAS,102149,FROST TRAIL VODKA MINI,12,50,3.93,5.9,1,5.9,0.05,0.01
2023-09-15,4929,CASEY'S GENERAL STORE #1680 / ADEL,ADEL,AMERICAN VODKAS,102149,FROST TRAIL VODKA MINI,12,50,3.93,5.9,1,5.9,0.05,0.01
2023-11-11,5561,CASEY'S GENERAL STORE #32 / MADRID,MADRID,AMERICAN VODKAS,102149,FROST TRAIL VODKA MINI,12,50,3.93,5.9,1,5.9,0.05,0.01
2024-05-17,5106,RANDY'S NEIGHBORHOOD MARKET,DEWITT,FLAVORED RUM,102177,PARROT BAY VARIETY PACK MINI,12,50,4.8,7.2,1,7.2,0.05,0.01
2024-04-19,5327,MEGA SAVER / COUNCIL BLUFFS,COUNCIL BLUFFS,AMERICAN FLAVORED VODKA,102251,KILLR VARIETY PACK MINI,1,50,27.28,40.92,1,40.92,0.05,0.01
2024-08-29,2621,HY-VEE FOOD STORE #3 / SIOUX CITY,SIOUX CITY,AMERICAN FLAVORED VODKA,102251,KILLR VARIETY PACK MINI,1,50,27.28,40.92,1,40.92,0.05,0.01
2024-06-17,3664,SHADE TREE LIQUORS,NORTHWOOD,BLENDED WHISKIES,102358,PARTY HORSES VARIETY PACK MINI,1,50,30.0,45.0,1,45.0,0.05,0.01
2024-08-11,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-08-07,2611,HY-VEE DRUGSTORE / OTTUMWA,OTTUMWA,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-10-06,4169,SUPER QUICK 2 / HUBBELL,DES MOINES,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-09-03,2573,HY-VEE FOOD STORE / MUSCATINE,MUSCATINE,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-10-25,6140,ROYAL FOOD & LIQUOR / DES MOINES,DES MOINES,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,52.4,78.6,1,78.6,0.05,0.01
2024-09-19,5314,TOBACCO HUT & LIQUOR,COUNCIL BLUFFS,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,52.4,78.6,1,77.4,0.05,0.01
2024-06-20,2595,HY-VEE WINE AND SPIRITS / DENISON,DENISON,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-06-21,5145,SOUTH SIDE FOOD MART,DES MOINES,AMERICAN SCHNAPPS,102375,99 BRAND FLAVORED LEMONADES MINI,1,50,51.6,77.4,1,77.4,0.05,0.01
2024-09-17,5870,KEYSTONE LIQUOR,CORALVILLE,AMERICAN FLAVORED VODKA,102452,NEW AMSTERDAM PINK WHITNEY BUCKET MINI,1,50,55.98,83.97,1,83.97,0.05,0.01
2024-04-26,2248,INGERSOLL LIQUOR AND BEVERAGE,DES MOINES,CANADIAN WHISKIES,10775,CROWN ROYAL PEACH MINI,10,50,5.91,8.87,1,8.87,0.05,0.01
2024-08-28,2555,HY-VEE FOOD STORE (1324) / KEOKUK,KEOKUK,CANADIAN WHISKIES,10775,CROWN ROYAL PEACH MINI,10,50,5.76,8.64,1,8.87,0.05,0.01
2024-02-14,2595,HY-VEE WINE AND SPIRITS / DENISON,DENISON,TEMPORARY & SPECIALTY PACKAGES,10775,CROWN ROYAL PEACH MINI,10,50,5.91,8.87,1,8.91,0.05,0.01
2022-06-23,5995,SUPER STOP LIQUOR AND WINE / ALTOONA,ALTOONA,TEMPORARY & SPECIALTY PACKAGES,10775,CROWN ROYAL PEACH MINI,10,50,5.94,8.91,1,8.91,0.05,0.01
2022-06-22,4129,CYCLONE LIQUORS,AMES,TEMPORARY & SPECIALTY PACKAGES,10775,CROWN ROYAL PEACH MINI,10,50,5.94,8.91,1,8.91,0.05,0.01
2024-09-30,3959,HARTIG DRUG COMPANY #8/UNIVERSITY,DUBUQUE,CANADIAN WHISKIES,10775,CROWN ROYAL PEACH MINI,10,50,5.76,8.64,1,8.64,0.05,0.01
2022-06-21,4452,SELECT MART    GORDON DR,SIOUX CITY,TEMPORARY & SPECIALTY PACKAGES,10775,CROWN ROYAL PEACH MINI,10,50,5.94,8.91,1,8.91,0.05,0.01
2022-05-12,5279,CASEY'S GENERAL STORE # 2560/ AMES,AMES,TEMPORARY & SPECIALTY PACKAGES,10775,CROWN ROYAL PEACH MINI,10,50,5.94,8.91,1,14.85,0.05,0.01
2024-01-25,4496,B P ON 1ST,CEDAR RAPIDS,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2023-11-24,4197,FAREWAY STORES #014 / SERGEANT BLUFF,SERGEANT BLUFF,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2019-12-31,4000,FOODLAND SUPER MARKETS / WOODBINE,WOODBINE,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-08-18,10232,HOMETOWN MARKET / CENTRAL CITY,CENTRAL CITY,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2023-10-19,6323,"FAREWAY STORES, INC. #225 / DES MOINES",DES MOINES,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-11-05,2709,HY-VEE FAST AND FRESH - DUBUQUE,DUBUQUE,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,5.76,8.64,1,8.64,0.05,0.01
2024-04-25,4197,FAREWAY STORES #014 / SERGEANT BLUFF,SERGEANT BLUFF,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,5.91,8.87,1,8.87,0.05,0.01
2023-01-10,5643,CONOCO / LE GRAND,LE GRAND,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2021-10-29,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2022-06-15,6214,CASEY'S #3934 / ANKENY,ANKENY,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-05-22,4891,SCHOTTSY'S LIQUOR,SIBLEY,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,5.91,8.87,1,8.87,0.05,0.01
2020-01-17,3678,"SMOKE SHOP, THE",DES MOINES,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-06-15,2691,HY-VEE FAST & FRESH - DES MOINES,URBANDALE,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2023-05-09,10098,THE PUMPER / FAYETTE,FAYETTE,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-11-29,4197,FAREWAY STORES #014 / SERGEANT BLUFF,SERGEANT BLUFF,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,5.76,8.64,1,8.64,0.05,0.01
2019-08-30,4794,SMOKIN' JOE'S #17 TOBACCO AND LIQUOR OUTLET,BURLINGTON,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2020-07-31,4299,HOMETOWN MARKET / CENTRAL CITY,CENTRAL CITY,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2020-02-18,5431,BREW COFFEE WINE SPIRIT AND CIGARS,LE MARS,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-02-23,5669,GUDDI MART / WATERLOO,WATERLOO,CANADIAN WHISKIES,10788,CROWN ROYAL VANILLA MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2022-08-25,6299,CASEY'S #3953 / DES MOINES,DES MOINES,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2020-07-01,3695,MRS. B'S LIQUOR,REMSEN,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2020-11-16,3907,SMOKIN' JOE'S #16 TOBACCO AND LIQUOR OUTLET,MUSCATINE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-01-18,5147,VICTOR'S MARKET,VICTOR,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-08-17,4787,380BP / SWISHER,SWISHER,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2020-07-03,5163,GASLAND EXPRESS  /  MT PLEASANT,MOUNT PLEASANT,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-12-17,4000,FOODLAND SUPER MARKETS / WOODBINE,WOODBINE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-09-23,2662,HY-VEE WINE & SPIRITS / MUSCATINE,MUSCATINE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-12-20,4392,KUM & GO #156 / CLIVE,CLIVE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-09-02,4675,KUM & GO #1113 / AMES,AMES,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-10-08,2618,HY-VEE DRUGSTORE #6 / CEDAR RAPIDS,CEDAR RAPIDS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-09-26,2643,HY-VEE WINE AND SPIRITS / WATERLOO,WATERLOO,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2021-01-12,4947,THE MUSIC STATION,CEDAR FALLS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-03-26,5422,THE DEPOT MONTEZUMA LLC,MONTEZUMA,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-10-09,2678,HY-VEE FAST & FRESH / DAVENPORT,DAVENPORT,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2020-07-17,3909,D AND S GROCERY,MELCHER-DALLAS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-08-24,2666,HY-VEE FOOD STORE #2 / STATE ANKENY,ANKENY,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2020-07-17,2506,HY-VEE #1044 / BURLINGTON,BURLINGTON,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-11-05,5446,PUMP N PAK,ROCK VALLEY,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-10-22,2571,HY-VEE FOOD STORE #2 / WATERLOO,WATERLOO,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-08-23,4377,QUIK TRIP #562 / NE 14TH / DSM,DES MOINES,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-12-21,3918,SMOKIN' JOE'S #1 TOBACCO AND LIQUOR OUTLET,DAVENPORT,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2021-04-05,4861,THE STATION / CEDAR RAPIDS,CEDAR RAPIDS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-12-18,2675,HY-VEE #2 / CORALVILLE,CORALVILLE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2020-03-09,5661,UPTOWN LIQUOR & TOBACCO / CEDAR RAPIDS,CEDAR RAPIDS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2024-01-03,5510,KUM & GO #1443 / WILLIAMSBURG,WILLIAMSBURG,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2020-02-18,4185,FAREWAY STORES #737 / GRINNELL,GRINNELL,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-03-07,5649,THE DEPOT TIFFIN,TIFFIN,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2021-06-25,4448,KUM & GO #572 / URBANDALE,URBANDALE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2023-02-09,5107,KUM & GO #4098 / WINDSOR HEIGHTS,WINDSOR HEIGHTS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-01-05,10037,WHISKEY WOLF LIQUOR / GLENWOOD,GLENWOOD,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2021-02-23,2545,HY-VEE DRUGSTORE / IOWA CITY,IOWA CITY,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2019-09-09,4070,GRIEDER BEVERAGE DEPOT,BELLE PLAINE,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
2024-01-02,5245,BEST TRIP,DES MOINES,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-01-12,10260,BAILEY'S CONVENIENCE / STUART,STUART,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2023-09-15,5253,THE CORNER STORE,CENTER POINT,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2024-01-14,5268,THE DEPOT ATKINS,ATKINS,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,9.95,14.93,1,14.93,0.05,0.01
2019-11-14,5676,FAMILY PANTRY,DES MOINES,CANADIAN WHISKIES,10803,CROWN ROYAL REGAL APPLE MINI,10,50,7.35,11.03,1,11.03,0.05,0.01
